Signal Match,Name,Designation,Company,Role Hiring For,Source Platform,Job Post URL,LinkedIn Profile URL
"Low","Erik R.","VP, Chief Information Security Officer TriWest Healthcare Alliance","TriWest Healthcare Alliance","Azure Testing Analyst","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4381178542","https://www.linkedin.com/sales/lead/ACwAAACk-LABXW5cnLvPcQ-AZj66noGcndhsUIM"
"Low","Steve Maddox","Chief Operating Officer TriWest Healthcare Alliance","TriWest Healthcare Alliance","Azure Testing Analyst","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4381178542","https://www.linkedin.com/sales/lead/ACwAAADTIpgBJBuBLpKETZJXSk906yJerF6bUhw"
"Low","Donald Bradshaw, MD, MPH","Chief Clinical Officer TriWest Healthcare Alliance","TriWest Healthcare Alliance","Azure Testing Analyst","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4381178542","https://www.linkedin.com/sales/lead/ACwAAAQg4WIBzAqqjVu4O8AoJVkmDdUAkVP8DaA"
"Low","Scott Peterson","Chief Information Officer TriWest Healthcare Alliance","TriWest Healthcare Alliance","Azure Testing Analyst","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4381178542","https://www.linkedin.com/sales/lead/ACwAAADhcCQBYLODTopAIZn_mF3TuwlafAM_RMA"
"Low","Jason Zwiebel","VP, Deputy Chief Information Officer TriWest Healthcare Alliance","TriWest Healthcare Alliance","Azure Testing Analyst","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4381178542","https://www.linkedin.com/sales/lead/ACwAAAM3uzsBMIx9LznEb_RG7mhyvb8Pk07RbnI"
"Low","Tom Sheppard","Independent contractor for Mercor Intelligence Mercor","Mercor","Voice Over Talent","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389731552","https://www.linkedin.com/sales/lead/ACwAAAHoKwkBX8a6Sm1GGHP4ZjST5mC3t0SdHcY"
"Low","Kyle Arestivo","Nuclear Engineer Independent Contractor Mercor","Mercor","Voice Over Talent","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389731552","https://www.linkedin.com/sales/lead/ACwAAA6y-NgBYLAaTe3R6Zmr3lixI7zY45oN2jE"
"Low","Robert Yaniz Jr.","English (US) Voice Actor for AI Training Alignerr","Alignerr","English Writing Generalist","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389955866","https://www.linkedin.com/sales/lead/ACwAAAGGpgEB1zP9_I1GtwbJZVVtWs4_8lZR3yE"
"Low","Kefirah Kang","AI Trainer - Entrepreneurship Instructor Alignerr","Alignerr","English Writing Generalist","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389955866","https://www.linkedin.com/sales/lead/ACwAAA4l8nwBZcRIj0m7dohHpbJyn9NqlpHWwWI"
"Low","Pete Townsend","Independent Non-Executive Director Coinbase","Coinbase","VP, Tech Risk and Controls (2LoD)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4386513922","https://www.linkedin.com/sales/lead/ACwAAAQJtBUB6V-G9Ku_JVHvZdKPa_-ZiLugvvI"
"Low","Jason Koepke","Chief Strategy and Product Officer Luna Physical Therapy","Luna Physical Therapy","Patient Onboarding Associate- Call Center (part time hours)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4386030321","https://www.linkedin.com/sales/lead/ACwAABVQi7wBsRwOlYnO_-hyiwgWqGzPKzVHqNk"
"Low","Dr. Andrew Sacks, PT, DPT, Cert. DN","Doctor of Physical Therapy Luna Physical Therapy","Luna Physical Therapy","Patient Onboarding Associate- Call Center (part time hours)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4386030321","https://www.linkedin.com/sales/lead/ACwAACdcFi8Bjl8xcLQeUZc6H47Wq1DF2f1xVpo"
"Low","John Hyun","Interim Chief Financial Officer Luna Physical Therapy","Luna Physical Therapy","Patient Onboarding Associate- Call Center (part time hours)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4386030321","https://www.linkedin.com/sales/lead/ACwAAAABzlAB51oDeW-J0UT8o9E4cVFunoRIaBk"
"Low","Palak Shah","Chief Clinical Officer Luna Physical Therapy","Luna Physical Therapy","Patient Onboarding Associate- Call Center (part time hours)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4386030321","https://www.linkedin.com/sales/lead/ACwAABCgvB8BeMgJ1Lh6Q43O25lkwKjAHuweCkE"
"Low","Prince Jones","Digital Quality Control & AI Automation Coordinator Toloka Annotators","Toloka Annotators","AI Training Specialist (Egocentric Video)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388334867","https://www.linkedin.com/sales/lead/ACwAAGO_7uwBH-EcOQnaeudgOv2UJgfFtU_H8lk"
"Low","Sujit Banerjee","Managing Director K1","K1 Investment Management","AI Automation Intern","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4383173120","https://www.linkedin.com/sales/lead/ACwAAAAAGIMBXy4kfjvEX6K5GAAIqFe0Q1a-77s"
"Low","Vijay Kasarabada","Partner, Chief Information Officer and Head of Technology Ares Management","Ares Management","Go to Market Strategist","Indeed","https://www.indeed.com/viewjob?jk=730b96e91a36a31a","https://www.linkedin.com/sales/lead/ACwAAACNTZgB_WhF048rRaZVb93TDpON5imjMcg"
"Low","Brook Wu","Managing Director Ares Management","Ares Management","Go to Market Strategist","Indeed","https://www.indeed.com/viewjob?jk=730b96e91a36a31a","https://www.linkedin.com/sales/lead/ACwAAASt52QBvsFkTiZYxIf_NAwq9Ix1cb1ASJo"
"Low","Parag Gupta","Managing Director Ares Management Corporation","Ares Management","Go to Market Strategist","Indeed","https://www.indeed.com/viewjob?jk=730b96e91a36a31a","https://www.linkedin.com/sales/lead/ACwAAAJPolcB3oaX-SQdjIi9pg7UcjyPaTYj5to"
"Low","Eli Appelbaum","Senior Managing Director, Head of EMEA Lending and Asset Finance Macquarie Group","Ares Management","Go to Market Strategist","Indeed","https://www.indeed.com/viewjob?jk=730b96e91a36a31a","https://www.linkedin.com/sales/lead/ACwAAAEHPSwBzY39o4uPAzhfULBNNAFH6PSu9lw"
"Low","Ani Nazaryan","Chief People Officer The Siegel Group","The Siegel Group","Recruiter","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAABHjCXoBK1zp4-lufdZ0mQ4J5Euxwl8q9y8"
"Low","Ross Siegel","Chief Information Officer The Siegel Group","The Siegel Group","Recruiter","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAACClJoBrXzTwyd9nVaJAtusK4COXrJ8FeM"
"Low","Chigozie Amadi","Chief Financial Officer The Siegel Group","The Siegel Group","Recruiter","Glassdoor","https://www.glassdoor.com/Job/Head-of-Growth-jobs-SRCH_KO0,14.htm?locT=N&locId=1","https://www.linkedin.com/sales/lead/ACwAAAqqdYEBCW4xnpaVb-vXIwKcyc6tXvCr_d4"
"Low","Mark Hawkins","Chairman of the Board of Directors Toast, Inc.","Toast","Associate Director, Product Design - Go To Market Experiences","Dice","https://www.dice.com/jobs?q=Associate%20Director%2C%20Product%20Design%20-%20Go%20To%20Market%20Experiences&employer=Toast","https://www.linkedin.com/sales/lead/ACwAAACkKMcBin0sUCJzKwAUk66nBdd6mL01NCE"
"Low","Mona Breed","Chief Information Officer Toast","Toast","Associate Director, Product Design - Go To Market Experiences","Dice","https://www.dice.com/jobs?q=Associate%20Director%2C%20Product%20Design%20-%20Go%20To%20Market%20Experiences&employer=Toast","https://www.linkedin.com/sales/lead/ACwAAAAbMGMBXeMiJs0q9ksk2M8EWl8slMYBZY4"
"Low","Omri Traub","COO, Retail Toast","Toast","Associate Director, Product Design - Go To Market Experiences","Dice","https://www.dice.com/jobs?q=Associate%20Director%2C%20Product%20Design%20-%20Go%20To%20Market%20Experiences&employer=Toast","https://www.linkedin.com/sales/lead/ACwAAAAY3rUBo_m3vGnBBz-pZvXl0PNRRzka-Vc"
"Low","Dean Crutchfield","Chief Information Security Officer Toast","Toast","Associate Director, Product Design - Go To Market Experiences","Dice","https://www.dice.com/jobs?q=Associate%20Director%2C%20Product%20Design%20-%20Go%20To%20Market%20Experiences&employer=Toast","https://www.linkedin.com/sales/lead/ACwAAABf0mEBeP4haTSiZx8TT41dMOuNK_ZuCKI"
"Low","Kristofer Still","Owner and Principal Machine Learning and Artificial Intelligence Architect freedatascience","Coinbase","VP, Tech Risk and Controls (2LoD)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4386513922","https://www.linkedin.com/sales/lead/ACwAACNDAxoBAdMw2BJ1WTqzHBJ3NhS4huNwj5Y"
"Low","Oliver Brady","Head of Engineering, Enterprise Mercor","Mercor","Voice Over Talent","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389731552","https://www.linkedin.com/sales/lead/ACwAACoA9o8Bg_aPi-oXvM9aVGGQp4Rg72-dDmM"
"Low","Vik Scoggins","Head of Product - AI Platform Coinbase","Coinbase","VP, Tech Risk and Controls (2LoD)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4386513922","https://www.linkedin.com/sales/lead/ACwAAALuFAkB4yMhs-Iss1BE2haVmjJjFCuVzxg"
"Low","Erik Reppel","Head of Engineering - CDP Coinbase","Coinbase","VP, Tech Risk and Controls (2LoD)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4386513922","https://www.linkedin.com/sales/lead/ACwAAAxdjoEBMBMLKOWR7Epo1y5gMmlRrfeEEjA"
"Low","Jenn Mott Redd","Senior Domain Expert — Sales Psychology & Prompt Engineering Mercor","Mercor","Voice Over Talent","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389731552","https://www.linkedin.com/sales/lead/ACwAAEXIzHYBvhPUMhJCQX2HhF07J2HJ5RkzHJI"
"Low","Muhammad Abdullah Riaz","Senior Data Analyst / Agentic AI Mercor","Mercor","Voice Over Talent","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4389731552","https://www.linkedin.com/sales/lead/ACwAADWttz0BQXZyvQD9C5N0c_KJVXdwPmBaGU0"
"Low","Steve Campbell","Senior Social Manager, Brand Coinbase","Coinbase","VP, Tech Risk and Controls (2LoD)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4386513922","https://www.linkedin.com/sales/lead/ACwAAAG90k0B-JFtMJ4KWoTNvulMrOAdgpVpXC8"
"Low","Girija Sharma","Senior Recruiter Toloka Annotators","Toloka Annotators","AI Training Specialist (Egocentric Video)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388334867","https://www.linkedin.com/sales/lead/ACwAAAFCTD4BlGbGGeEHkA3Uigwif7ATcAbLjZk"
"Low","Katrina Yuzefpolsky","Senior Recruiter K1 Investment Management","K1 Investment Management","AI Automation Intern","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4383173120","https://www.linkedin.com/sales/lead/ACwAADAfTXQBK24C_TGaKz3Smuo2Cwv_-FskrTY"
"Low","Tarek Itani","Manager, Information Technology K1 Investment Management","K1 Investment Management","AI Automation Intern","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4383173120","https://www.linkedin.com/sales/lead/ACwAAB6Aae8Bv4geEMDCW6BK0xlKQOePiozqcSE"
"Low","Madelane How","AI Annotator Toloka Annotators","Toloka Annotators","AI Training Specialist (Egocentric Video)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388334867","https://www.linkedin.com/sales/lead/ACwAAD1A-UsBWaD_JwNxRjX4kP4oDMeIfSBVStM"
"Low","Lakshan Yatiwella","Data Annotator Toloka Annotators","Toloka Annotators","AI Training Specialist (Egocentric Video)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388334867","https://www.linkedin.com/sales/lead/ACwAABsk8FkB5mdBaqKejOmWnY-8P4C4KOxwjd4"
"Low","Phạm Hữu Nghĩa (Leo)","Annotation Quality Reviewer Toloka Annotators","Toloka Annotators","AI Training Specialist (Egocentric Video)","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4388334867","https://www.linkedin.com/sales/lead/ACwAAEdvnLYBGIkzJktZVghLAbBLkVdX4izVXl4"
"Low","Hasan Askari","Managing Partner K1 Investment Management","K1 Investment Management","AI Automation Intern","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4383173120","https://www.linkedin.com/sales/lead/ACwAAAPBPwEBseV8qmVLDEzsyknq8q7FRrhUW5A"
"Low","Zia Rehman","Operating Partner K1 Investment Management","K1 Investment Management","AI Automation Intern","LinkedIn Jobs","https://www.linkedin.com/jobs/view/4383173120","https://www.linkedin.com/sales/lead/ACwAAABRaCsBVDO6Q8x4RjNkl2xyVzo2kd8y4PI"
